,Date,Pallet Entry,Entry Hours,Pallet Entry Rate (plt/hr),blank1,Pallet Exit,Exit Hours,Pallet Exit Rate (plt/hr),blank2,Pallets Shipped,Occupied Cells,Free Cells,CMA down time,Reason,Pallet Abnormal AS400,Pallet Abnormal CMA
520,2022-06-05,441.0,24.0,18.4,,219.0,16.0,13.7,,0.0,,,,,,
521,2022-06-06,481.0,24.0,20.0,,662.0,16.0,41.4,,806.0,5829.0,3090.0,,,,
522,2022-06-07,483.0,24.0,20.1,,644.0,16.0,40.3,,650.0,5749.0,3184.0,,,,
523,2022-06-08,360.0,24.0,15.0,,502.0,16.0,31.4,,327.0,5692.0,3217.0,,,13.0,41.0
524,2022-06-09,426.0,24.0,17.8,,502.0,16.0,31.4,,579.0,5599.0,3317.0,,,33.0,8.0
525,2022-06-10,463.0,24.0,19.3,,530.0,16.0,33.1,,652.0,5607.0,3318.0,,,23.0,5.0
526,2022-06-11,471.0,24.0,19.6,,179.0,16.0,11.2,,154.0,,,,,,
527,2022-06-12,0.0,24.0,0.0,,0.0,16.0,0.0,,0.0,,,,,,
528,2022-06-13,428.0,24.0,17.8,,600.0,16.0,37.5,,729.0,5861.0,3073.0,,,25.0,63.0
529,2022-06-14,465.0,24.0,19.4,,675.0,16.0,42.2,,617.0,5939.0,3196.0,,,19.0,5.0
530,2022-06-15,463.0,24.0,19.3,,625.0,16.0,39.1,,733.0,5609.0,3320.0,,,42.0,26.0
531,2022-06-16,328.0,24.0,13.7,,762.0,16.0,47.6,,512.0,5298.0,3633.0,,,25.0,5.0
532,2022-06-17,540.0,24.0,22.5,,550.0,16.0,34.4,,,,,,,19.0,5.0
533,2022-06-18,541.0,24.0,22.5,,175.0,16.0,10.9,,681.0,,,,,,
534,2022-06-19,446.0,24.0,18.6,,0.0,16.0,0.0,,,,,,,,
535,2022-06-20,420.0,24.0,17.5,,556.0,16.0,34.8,,776.0,5769.0,3165.0,,,4.0,118.0
536,2022-06-21,471.0,24.0,19.6,,599.0,16.0,37.4,,553.0,5749.0,3184.0,,,5.0,30.0
537,2022-06-22,471.0,24.0,19.6,,605.0,16.0,37.8,,671.0,5570.0,3362.0,,,25.0,5.0
538,2022-06-23,489.0,24.0,20.4,,603.0,16.0,37.7,,617.0,5465.0,3467.0,,,23.0,5.0
539,2022-06-24,476.0,24.0,19.8,,582.0,16.0,36.4,,725.0,5365.0,3566.0,,,8.0,3.0
540,2022-06-25,490.0,24.0,20.4,,290.0,16.0,18.1,,,,,,,,
541,2022-06-26,337.0,24.0,14.0,,21.0,16.0,1.3,,,,,,,,
542,2022-06-27,506.0,24.0,21.1,,634.0,16.0,39.6,,421.0,5625.0,3308.0,,,4.0,4.0
543,2022-06-28,378.0,24.0,15.8,,644.0,16.0,40.3,,677.0,5540.0,3392.0,,,23.0,3.0
544,2022-06-29,,24.0,0.0,,,16.0,0.0,,,5418.0,3517.0,,,5.0,6.0
545,2022-06-30,,24.0,0.0,,,16.0,0.0,,,,,,,,
546,2022-07-07,,24.0,0.0,,,16.0,0.0,,623.0,,,,,1.0,80.0
547,2022-07-08,,24.0,0.0,,,16.0,0.0,,494.0,,,,,2.0,80.0
548,2022-07-09,,24.0,0.0,,,16.0,0.0,,0.0,,,,,,
549,2022-07-10,,24.0,0.0,,,16.0,0.0,,0.0,,,,,,
550,2022-07-11,383.0,24.0,16.0,,525.0,16.0,32.8,,616.0,,,,,2.0,77.0
551,2022-07-12,437.0,24.0,18.2,,563.0,16.0,35.2,,551.0,,,,,39.0,69.0
552,2022-07-13,393.0,24.0,16.4,,419.0,16.0,26.2,,411.0,,,,,50.0,68.0
553,2022-07-14,375.0,24.0,15.6,,487.0,16.0,30.4,,416.0,,,,,48.0,70.0
554,2022-07-15,414.0,24.0,17.3,,374.0,16.0,23.4,,731.0,,,,,46.0,68.0
555,2022-07-16,423.0,24.0,17.6,,112.0,16.0,7.0,,58.0,,,,,,
556,2022-07-17,347.0,24.0,14.5,,0.0,16.0,0.0,,0.0,,,,,,
557,2022-07-18,357.0,24.0,14.9,,453.0,16.0,28.3,,363.0,,,,,44.0,96.0
558,2022-07-19,404.0,24.0,16.8,,499.0,16.0,31.2,,418.0,,,,,,
559,2022-07-20,413.0,24.0,17.2,,490.0,16.0,30.6,,399.0,5947.0,2987.0,,,46.0,69.0
560,2022-07-21,398.0,24.0,16.6,,466.0,16.0,29.1,,415.0,5893.0,3041.0,,,39.0,71.0
561,2022-07-22,430.0,24.0,17.9,,456.0,16.0,28.5,,437.0,5870.0,3064.0,,,38.0,3.0
562,2022-07-23,419.0,24.0,17.5,,0.0,16.0,0.0,,,,,,,,
563,2022-07-24,465.0,24.0,19.4,,28.0,16.0,1.8,,,,,,,,
564,2022-07-25,408.0,24.0,17.0,,697.0,16.0,43.6,,646.0,6294.0,2639.0,,,40.0,18.0
565,2022-07-26,399.0,24.0,16.6,,594.0,16.0,37.1,,559.0,6129.0,2804.0,,,27.0,19.0
566,2022-07-27,432.0,24.0,18.0,,568.0,16.0,35.5,,522.0,6065.0,2868.0,,,15.0,6.0
567,2022-07-28,386.0,24.0,16.1,,581.0,16.0,36.3,,564.0,5993.0,2941.0,,,8.0,5.0
568,2022-07-29,405.0,24.0,16.9,,463.0,16.0,28.9,,563.0,3197.0,1831.0,,,8.0,5.0
569,2022-07-30,434.0,24.0,18.1,,73.0,16.0,4.6,,97.0,,,,,,
570,2022-07-31,443.0,,,,73.0,,,,0.0,,,,,,
571,2022-08-01,464.0,24.0,19.3,,542.0,16.0,33.9,,403.0,4144.0,1376.0,,,11.0,5.0
572,2022-08-02,477.0,24.0,19.9,,568.0,16.0,35.5,,541.0,6265.0,2669.0,1.0,,14.0,15.0
573,2022-08-03,481.0,24.0,20.0,,522.0,16.0,32.6,,515.0,6232.0,2700.0,,,10.0,76.0
574,2022-08-04,435.0,24.0,18.1,,510.0,16.0,31.9,,508.0,6201.0,2733.0,,,9.0,10.0
575,2022-08-05,464.0,24.0,19.3,,622.0,16.0,38.9,,718.0,3399.0,1230.0,,,8.0,13.0
576,2022-08-06,366.0,24.0,15.3,,93.0,16.0,5.8,,,,,,,,
577,2022-08-07,475.0,24.0,19.8,,2.0,16.0,0.1,,,,,,,,
578,2022-08-08,479.0,24.0,20.0,,563.0,16.0,35.2,,452.0,6454.0,2480.0,,,20.0,5.0
579,2022-08-09,461.0,24.0,19.2,,471.0,16.0,29.4,,656.0,6411.0,2552.0,,,16.0,5.0
580,2022-08-10,432.0,24.0,18.0,,597.0,16.0,37.3,,525.0,6400.0,2533.0,,,13.0,7.0
581,2022-08-11,452.0,24.0,18.8,,486.0,16.0,30.4,,527.0,6332.0,2602.0,,,11.0,5.0
582,2022-08-12,524.0,24.0,21.8,,491.0,16.0,30.7,,,6337.0,2597.0,,,10.0,34.0
583,2022-08-13,490.0,24.0,20.4,,0.0,16.0,0.0,,,,,,,,
584,2022-08-14,449.0,24.0,18.7,,0.0,16.0,0.0,,,,,,,,
585,2022-08-15,527.0,24.0,22.0,,608.0,16.0,38.0,,637.0,,,,,,
586,2022-08-16,484.0,24.0,20.2,,744.0,16.0,46.5,,720.0,6843.0,2089.0,,,21.0,42.0
587,2022-08-17,497.0,24.0,20.7,,660.0,16.0,41.3,,540.0,6731.0,2201.0,,,16.0,38.0
588,2022-08-18,495.0,24.0,20.6,,645.0,16.0,40.3,,424.0,6623.0,2309.0,,,17.0,27.0
589,2022-08-19,486.0,24.0,20.3,,420.0,16.0,26.3,,639.0,6510.0,2422.0,,,21.0,18.0
590,2022-08-20,493.0,24.0,20.5,,101.0,16.0,6.3,,,,,,,,
591,2022-08-21,423.0,24.0,17.6,,0.0,16.0,0.0,,3.0,,,24.0,"stacker 3, 5 down",,
592,2022-08-22,464.0,24.0,19.3,,766.0,16.0,47.9,,705.0,7015.0,1916.0,,,11.0,76.0
593,2022-08-23,390.0,24.0,16.3,,587.0,16.0,36.7,,742.0,6795.0,2130.0,,,17.0,27.0
594,2022-08-24,381.0,24.0,15.9,,558.0,16.0,34.9,,395.0,6674.0,2256.0,,,12.0,18.0
595,2022-08-25,429.0,24.0,17.9,,382.0,16.0,23.9,,,6572.0,2359.0,,,12.0,14.0
596,2022-08-26,464.0,24.0,19.3,,482.0,16.0,30.1,,,6609.0,2322.0,,,11.0,13.0
597,2022-08-27,542.0,24.0,22.6,,108.0,16.0,6.8,,,,,,,,
598,2022-08-28,449.0,24.0,18.7,,14.0,16.0,0.9,,,,,,,,
599,2022-08-29,451.0,24.0,18.8,,548.0,16.0,34.3,,421.0,,,,,,
600,2022-08-30,466.0,24.0,19.4,,582.0,16.0,36.4,,701.0,6983.0,1948.0,,,19.0,13.0
601,2022-08-31,439.0,,,,407.0,,,,600.0,6918.0,2013.0,,,17.0,10.0
602,2022-09-01,407.0,24.0,17.0,,494.0,16.0,30.9,,300.0,6897.0,2034.0,,,18.0,10.0
603,2022-09-02,326.0,24.0,13.6,,469.0,16.0,29.3,,,6818.0,2113.0,,,14.0,15.0
604,2022-09-03,362.0,24.0,15.1,,0.0,16.0,0.0,,0.0,,,,,,
605,2022-09-04,399.0,24.0,16.6,,0.0,16.0,0.0,,0.0,,,,,,
606,2022-09-05,224.0,24.0,9.3,,0.0,16.0,0.0,,0.0,,,,,,
607,2022-09-06,301.0,24.0,12.5,,503.0,16.0,31.4,,561.0,7224.0,1695.0,,,17.0,14.0
608,2022-09-07,393.0,24.0,16.4,,561.0,16.0,35.1,,692.0,7082.0,1837.0,,,20.0,10.0
609,2022-09-08,396.0,24.0,16.5,,522.0,16.0,32.6,,314.0,6978.0,1936.0,,,17.0,16.0
610,2022-09-09,455.0,24.0,19.0,,476.0,16.0,29.8,,649.0,6868.0,2062.0,,,13.0,10.0
611,2022-09-10,445.0,24.0,18.5,,99.0,16.0,6.2,,,,,,,,
612,2022-09-11,404.0,24.0,16.8,,98.0,16.0,6.1,,,,,,,,
613,2022-09-12,406.0,24.0,16.9,,628.0,16.0,39.3,,692.0,,,,,20.0,10.0
614,2022-09-13,429.0,24.0,17.9,,616.0,16.0,38.5,,625.0,7292.0,1638.0,,,18.0,22.0
615,2022-09-14,416.0,24.0,17.3,,604.0,16.0,37.8,,566.0,6997.0,1932.0,,,14.0,12.0
616,2022-09-15,403.0,24.0,16.8,,462.0,16.0,28.9,,323.0,6891.0,2039.0,,,17.0,10.0
617,2022-09-16,389.0,24.0,16.2,,455.0,16.0,28.4,,585.0,6871.0,2059.0,,,16.0,10.0
618,2022-09-17,413.0,24.0,17.2,,144.0,16.0,9.0,,56.0,,,,,,
619,2022-09-18,433.0,24.0,18.0,,23.0,16.0,1.4,,,,,,,,
620,2022-09-19,386.0,24.0,16.1,,599.0,16.0,37.4,,599.0,981.0,222.0,,,11.0,18.0
621,2022-09-20,357.0,24.0,14.9,,363.0,16.0,22.7,,325.0,7066.0,1864.0,,,8.0,12.0
622,2022-09-21,372.0,24.0,15.5,,391.0,16.0,24.4,,376.0,7030.0,1900.0,,,10.0,12.0
623,2022-09-22,380.0,24.0,15.8,,581.0,16.0,36.3,,356.0,7020.0,1910.0,,,6.0,12.0
624,2022-09-23,371.0,24.0,15.5,,475.0,16.0,29.7,,718.0,6911.0,2019.0,,,14.0,4.0
625,2022-09-24,449.0,24.0,18.7,,92.0,16.0,5.8,,186.0,,,,,,
626,2022-09-25,481.0,24.0,20.0,,125.0,16.0,7.8,,,7253.0,1671.0,,,,
627,2022-09-26,402.0,24.0,16.8,,495.0,16.0,30.9,,758.0,7253.0,1671.0,,,6.0,49.0
628,2022-09-27,488.0,24.0,20.3,,567.0,16.0,35.4,,553.0,7151.0,1770.0,,,31.0,12.0
629,2022-09-28,445.0,24.0,18.5,,713.0,16.0,44.6,,509.0,7068.0,1858.0,,,12.0,23.0
630,2022-09-29,459.0,24.0,19.1,,393.0,16.0,24.6,,464.0,6951.0,1979.0,8.0,,13.0,25.0
631,2022-09-30,526.0,24.0,21.9,,596.0,16.0,37.3,,577.0,2601.0,657.0,,,,
632,2022-10-01,467.0,24.0,19.5,,0.0,16.0,0.0,,0.0,,,,,,
633,2022-10-02,313.0,24.0,13.0,,1.0,16.0,0.1,,0.0,,,,,,
634,2022-10-03,422.0,24.0,17.6,,414.0,16.0,25.9,,583.0,,,,,13.0,107.0
635,2022-10-04,450.0,24.0,18.8,,724.0,16.0,45.3,,645.0,7349.0,1575.0,,,18.0,10.0
636,2022-10-05,378.0,24.0,15.8,,397.0,16.0,24.8,,453.0,7227.0,1703.0,,,15.0,22.0
637,2022-10-06,361.0,24.0,15.0,,485.0,16.0,30.3,,278.0,7169.0,1761.0,,,13.0,179.0
638,2022-10-07,422.0,24.0,17.6,,75.0,16.0,4.7,,405.0,7105.0,1825.0,,,10.0,20.0
639,2022-10-08,356.0,24.0,14.8,,10.0,16.0,0.6,,,,,,,,
640,2022-10-09,98.0,24.0,4.1,,26.0,16.0,1.6,,,,,,,,
641,2022-10-10,446.0,24.0,18.6,,680.0,16.0,42.5,,261.0,7576.0,1354.0,,,5.0,34.0
642,2022-10-11,580.0,24.0,24.2,,521.0,16.0,32.6,,473.0,7445.0,1485.0,,,4.0,18.0
643,2022-10-12,614.0,24.0,25.6,,620.0,16.0,38.8,,716.0,7509.0,1421.0,,,8.0,11.0
644,2022-10-13,501.0,24.0,20.9,,731.0,16.0,45.7,,618.0,7549.0,1391.0,,,8.0,12.0
645,2022-10-14,402.0,24.0,16.8,,559.0,16.0,34.9,,540.0,7408.0,1532.0,,,9.0,12.0
646,2022-10-15,416.0,24.0,17.3,,75.0,16.0,4.7,,25.0,,,,,,
647,2022-10-16,320.0,24.0,13.3,,56.0,16.0,3.5,,,,,,,,
648,2022-10-17,483.0,24.0,20.1,,635.0,16.0,39.7,,584.0,7725.0,1200.0,,,2.0,15.0
649,2022-10-18,423.0,24.0,17.6,,647.0,16.0,40.4,,379.0,7667.0,1273.0,,,17.0,4.0
650,2022-10-19,425.0,24.0,17.7,,394.0,16.0,24.6,,555.0,7534.0,1409.0,,,15.0,15.0
651,2022-10-20,514.0,24.0,21.4,,619.0,16.0,38.7,,670.0,7540.0,1402.0,,,18.0,22.0
652,2022-10-21,403.0,24.0,16.8,,520.0,16.0,32.5,,709.0,7473.0,1472.0,,,5.0,54.0
653,2022-10-22,466.0,24.0,19.4,,100.0,16.0,6.3,,22.0,,,,,,
654,2022-10-23,347.0,24.0,14.5,,45.0,16.0,2.8,,0.0,,,,,,
655,2022-10-24,338.0,24.0,14.1,,616.0,16.0,38.5,,709.0,7714.0,1224.0,,,14.0,17.0
656,2022-10-25,189.0,24.0,7.9,,490.0,16.0,30.6,,584.0,7540.0,1406.0,,,8.0,40.0
657,2022-10-26,349.0,24.0,14.5,,678.0,16.0,42.4,,574.0,7413.0,1532.0,,,13.0,52.0
658,2022-10-27,353.0,24.0,14.7,,670.0,16.0,41.9,,346.0,7208.0,1737.0,,,7.0,52.0
659,2022-10-28,418.0,24.0,17.4,,909.0,16.0,56.8,,736.0,6983.0,1959.0,,,3.0,59.0
660,2022-10-29,428.0,24.0,173.0,,173.0,16.0,10.8,,148.0,,,,,,
661,2022-10-30,337.0,24.0,14.0,,23.0,16.0,1.4,,0.0,,,,,,
662,2022-10-31,528.0,,,,567.0,,,,,7302.0,1632.0,,,3.0,435.0
663,2022-11-01,355.0,24.0,14.8,,696.0,16.0,43.5,,515.0,7252.0,1689.0,,,,
664,2022-11-02,369.0,24.0,15.4,,541.0,16.0,33.8,,589.0,7071.0,1868.0,,,12.0,32.0
665,2022-11-03,361.0,24.0,15.0,,455.0,16.0,28.4,,391.0,6968.0,1975.0,,,3.0,40.0
666,2022-11-04,424.0,24.0,17.7,,433.0,16.0,27.1,,510.0,6933.0,2010.0,,,3.0,29.0
667,2022-11-05,391.0,24.0,16.3,,0.0,16.0,0.0,,,,,,,,
668,2022-11-06,380.0,24.0,15.8,,22.0,16.0,1.4,,,,,,,,
669,2022-11-07,375.0,24.0,15.6,,721.0,16.0,45.1,,467.0,7312.0,1630.0,,,14.0,83.0
670,2022-11-08,384.0,24.0,16.0,,554.0,16.0,34.6,,674.0,7102.0,1840.0,2.0,stacker 3 rail,14.0,69.0
671,2022-11-09,384.0,24.0,16.0,,543.0,16.0,33.9,,604.0,7012.0,1929.0,,,3.0,58.0
672,2022-11-10,362.0,24.0,15.1,,508.0,16.0,31.8,,465.0,6924.0,2018.0,,,8.0,60.0
673,2022-11-11,342.0,24.0,14.3,,329.0,16.0,20.6,,568.0,6876.0,2066.0,,,9.0,55.0
674,2022-11-12,353.0,24.0,14.7,,82.0,16.0,5.1,,,,,,,,
675,2022-11-13,376.0,24.0,15.7,,0.0,16.0,0.0,,,,,,,,
676,2022-11-14,380.0,24.0,15.8,,607.0,16.0,37.9,,454.0,7295.0,1641.0,,,5.0,53.0
677,2022-11-15,407.0,24.0,17.0,,592.0,16.0,37.0,,633.0,7199.0,1733.0,,,4.0,32.0
678,2022-11-16,382.0,24.0,15.9,,386.0,16.0,24.1,,502.0,7044.0,1894.0,,,5.0,57.0
679,2022-11-17,360.0,24.0,15.0,,657.0,16.0,41.1,,537.0,7048.0,1887.0,,,7.0,81.0
680,2022-11-18,404.0,24.0,16.8,,497.0,16.0,31.1,,732.0,6902.0,2041.0,,,13.0,38.0
681,2022-11-19,413.0,24.0,17.2,,404.0,16.0,25.3,,175.0,,,,,,
682,2022-11-20,455.0,24.0,19.0,,165.0,16.0,10.3,,,,,,,15.0,55.0
683,2022-11-21,426.0,24.0,17.8,,501.0,16.0,31.3,,359.0,7172.0,1771.0,,,15.0,56.0
684,2022-11-22,406.0,24.0,16.9,,325.0,16.0,20.3,,375.0,7116.0,1826.0,,,6.0,69.0
685,2022-11-23,421.0,24.0,17.5,,461.0,16.0,28.8,,303.0,7175.0,1766.0,,,6.0,60.0
686,2022-11-24,413.0,24.0,17.2,,0.0,16.0,0.0,,,,,,,,
687,2022-11-25,304.0,24.0,12.7,,0.0,16.0,0.0,,,,,,,,
688,2022-11-26,194.0,24.0,8.1,,0.0,16.0,0.0,,,,,,,,
689,2022-11-27,0.0,24.0,0.0,,24.0,16.0,1.5,,,,,,,,
690,2022-11-28,479.0,24.0,20.0,,660.0,16.0,41.3,,563.0,7831.0,1105.0,,,12.0,55.0
691,2022-11-29,494.0,24.0,173.0,,715.0,16.0,44.7,,750.0,7768.0,1173.0,,,7.0,42.0
692,2022-11-30,458.0,24.0,19.1,,583.0,16.0,36.4,,497.0,7607.0,1334.0,,,21.0,43.0
693,2022-12-01,448.0,24.0,18.7,,563.0,16.0,35.2,,471.0,7503.0,1439.0,,,49.0,33.0
694,2022-12-02,389.0,24.0,16.2,,574.0,16.0,35.9,,,7437.0,1494.0,,,48.0,56.0
695,2022-12-03,392.0,24.0,16.3,,94.0,16.0,5.9,,,,,,,,
696,2022-12-04,259.0,24.0,10.8,,20.0,16.0,1.3,,,,,,,,
697,2022-12-05,364.0,24.0,15.2,,701.0,16.0,43.8,,517.0,7618.0,1322.0,,,46.0,42.0
698,2022-12-06,334.0,24.0,13.9,,640.0,16.0,40.0,,638.0,7420.0,1521.0,,,44.0,60.0
699,2022-12-07,414.0,24.0,17.3,,539.0,16.0,33.7,,574.0,7258.0,1683.0,,,32.0,57.0
700,2022-12-08,365.0,24.0,15.2,,463.0,16.0,28.9,,522.0,7188.0,1752.0,,,61.0,52.0
701,2022-12-09,353.0,24.0,14.7,,606.0,16.0,37.9,,464.0,,,,,,
702,2022-12-10,354.0,24.0,14.8,,47.0,16.0,2.9,,98.0,,,,,,
703,2022-12-11,272.0,24.0,11.3,,91.0,16.0,5.7,,0.0,,,,,,
704,2022-12-12,319.0,24.0,13.3,,600.0,16.0,37.5,,604.0,7270.0,1669.0,,,119.0,91.0
705,2022-12-13,405.0,24.0,16.9,,433.0,16.0,27.1,,577.0,7099.0,1842.0,,,109.0,72.0
706,2022-12-14,438.0,24.0,18.3,,621.0,16.0,38.8,,689.0,7021.0,1920.0,,,61.0,74.0
707,2022-12-15,414.0,24.0,17.3,,528.0,16.0,33.0,,490.0,6893.0,2048.0,,,56.0,72.0
708,2022-12-16,310.0,24.0,12.9,,423.0,16.0,26.4,,489.0,,,,,5931.0,2106.0
709,2022-12-17,308.0,24.0,12.8,,108.0,16.0,6.8,,22.0,,,,,,
710,2022-12-18,247.0,24.0,10.3,,8.0,16.0,0.5,,,,,,,,
711,2022-12-19,355.0,24.0,14.8,,366.0,16.0,22.9,,599.0,,,,,7065.0,1872.0
712,2022-12-20,316.0,24.0,13.2,,433.0,16.0,27.1,,420.0,,,,,,
713,2022-12-21,360.0,24.0,15.0,,448.0,16.0,28.0,,359.0,,,,,,
714,2022-12-22,,24.0,0.0,,,16.0,0.0,,,,,,,,
715,2022-12-23,0.0,24.0,0.0,,0.0,16.0,0.0,,0.0,0.0,0.0,24.0,Year-End shutdown,0.0,0.0
716,2022-12-24,0.0,24.0,0.0,,0.0,16.0,0.0,,0.0,0.0,0.0,24.0,Year-End shutdown,0.0,0.0
717,2022-12-25,0.0,24.0,0.0,,0.0,16.0,0.0,,0.0,0.0,0.0,24.0,Year-End shutdown,0.0,0.0
718,2022-12-26,0.0,24.0,0.0,,0.0,16.0,0.0,,0.0,0.0,0.0,24.0,Year-End shutdown,0.0,0.0
719,2022-12-27,0.0,24.0,0.0,,0.0,16.0,0.0,,0.0,0.0,0.0,24.0,Year-End shutdown,0.0,0.0
720,2022-12-28,,24.0,0.0,,246.0,16.0,15.4,,,,,6.0,Year-End shutdown,0.0,0.0
721,2022-12-29,153.0,24.0,6.4,,352.0,16.0,22.0,,232.0,6779.0,2154.0,,,,
722,2022-12-30,,24.0,0.0,,,16.0,0.0,,,6636.0,2296.0,,,,
723,2022-12-31,203.0,,,,51.0,,,,,,,,,,
724,2023-01-01,237.0,24.0,9.875,,0.0,16.0,0.0,,,,,,,,
725,2023-01-09,364.0,24.0,15.166666666666666,,526.0,16.0,32.875,,786.0,6885.0,2032.0,,,66.0,88.0
726,2023-01-10,395.0,24.0,16.458333333333332,,95.0,16.0,5.9375,,,,,,,,
727,2023-01-11,436.0,24.0,18.166666666666668,,128.0,16.0,8.0,,71.0,,,,,,
728,2023-01-12,326.0,24.0,13.583333333333334,,421.0,16.0,26.3125,,415.0,,,,,,
729,2023-01-13,324.0,24.0,13.5,,539.0,16.0,33.6875,,439.0,6705.0,2220.0,,,62.0,61.0
730,2023-01-14,424.0,24.0,17.666666666666668,,518.0,16.0,32.375,,542.0,6780.0,2147.0,,,52.0,91.0
731,2023-01-15,296.0,24.0,12.333333333333334,,386.0,16.0,24.125,,245.0,6821.0,2106.0,,,58.0,91.0
732,2023-01-16,178.0,24.0,7.416666666666667,,7.0,16.0,0.4375,,,,,,,,
733,2023-02-01,441.0,24.0,18.375,,408.0,16.0,25.5,,485.0,7069.0,1867.0,,,21.0,19.0
734,2023-02-02,448.0,24.0,18.666666666666668,,576.0,16.0,36.0,,464.0,7114.0,1822.0,,,43.0,20.0
735,2023-02-03,402.0,24.0,16.75,,628.0,16.0,39.25,,432.0,7243.0,1692.0,,,35.0,6.0
736,2023-02-04,410.0,24.0,17.083333333333332,,0.0,16.0,0.0,,,,,,,,
737,2023-02-05,461.0,24.0,19.208333333333332,,53.0,16.0,3.3125,,97.0,,,,,,
738,2023-02-06,438.0,24.0,18.25,,508.0,16.0,31.75,,573.0,6835.0,2099.0,,,44.0,43.0
739,2023-02-07,463.0,24.0,19.291666666666668,,460.0,16.0,28.75,,442.0,6810.0,2124.0,,,34.0,7.0
740,2023-02-08,384.0,24.0,16.0,,406.0,16.0,25.375,,446.0,6809.0,2126.0,,,46.0,5.0
741,2023-02-09,383.0,24.0,15.958333333333334,,624.0,16.0,39.0,,603.0,6963.0,1973.0,,,39.0,12.0
742,2023-02-10,412.0,24.0,17.166666666666668,,552.0,16.0,34.5,,416.0,7035.0,1901.0,,,34.0,39.0
743,2023-02-11,377.0,24.0,15.708333333333334,,1.0,16.0,0.0625,,,,,,,,
744,2023-02-12,351.0,24.0,14.625,,88.0,16.0,5.5,,,,,,,,
745,2023-02-13,362.0,24.0,15.083333333333334,,363.0,16.0,22.6875,,484.0,6631.0,2305.0,,,41.0,42.0
746,2023-02-14,362.0,24.0,15.083333333333334,,528.0,16.0,33.0,,453.0,6706.0,2229.0,,,49.0,20.0
747,2023-02-15,365.0,24.0,15.208333333333334,,327.0,16.0,20.4375,,400.0,6688.0,2248.0,,,47.0,51.0
748,2023-02-16,378.0,24.0,15.75,,475.0,16.0,29.6875,,502.0,6746.0,2190.0,,,52.0,34.0
749,2023-02-17,405.0,24.0,16.875,,672.0,16.0,42.0,,590.0,6911.0,2025.0,,,54.0,25.0
750,2023-02-18,418.0,24.0,17.416666666666668,,0.0,16.0,0.0,,,,,,,,
751,2023-02-19,424.0,24.0,17.666666666666668,,171.0,16.0,10.6875,,,,,,,,
752,2023-02-20,392.0,24.0,16.333333333333332,,461.0,16.0,28.8125,,622.0,6442.0,2488.0,,,70.0,21.0
753,2023-02-21,489.0,24.0,20.375,,483.0,16.0,30.1875,,362.0,6395.0,2537.0,,,66.0,20.0
754,2023-02-22,349.0,24.0,14.541666666666666,,581.0,16.0,36.3125,,556.0,6601.0,2332.0,,,66.0,115.0
755,2023-02-23,386.0,24.0,16.083333333333332,,743.0,16.0,46.4375,,551.0,6814.0,2133.0,,,77.0,126.0
756,2023-02-28,258.0,24.0,10.75,,272.0,16.0,17.0,,769.0,7126.0,1809.0,,,24.0,107.0
757,2023-03-01,505.0,24.0,21.041666666666668,,491.0,16.0,30.6875,,441.0,7057.0,1457.0,,,24.0,50.0
758,2023-03-02,513.0,24.0,21.375,,555.0,16.0,34.6875,,495.0,7049.0,1886.0,,,24.0,49.0
759,2023-03-03,566.0,24.0,23.583333333333332,,569.0,16.0,35.5625,,555.0,7029.0,1905.0,,,24.0,54.0
760,2023-03-04,400.0,24.0,16.666666666666668,,144.0,4.0,36.0,,30.0,,,,,,
761,2023-03-05,,24.0,0.0,,80.0,16.0,5.0,,0.0,,,,,,
762,2023-03-06,565.0,24.0,23.541666666666668,,521.0,16.0,32.5625,,518.0,7245.0,1960.0,,,19.0,48.0
763,2023-03-07,454.0,24.0,18.916666666666668,,587.0,16.0,36.6875,,653.0,7221.0,1713.0,,,17.0,50.0
764,2023-03-08,317.0,24.0,13.208333333333334,,528.0,16.0,33.0,,554.0,7094.0,1842.0,,,16.0,45.0
765,2023-03-09,422.0,24.0,17.583333333333332,,465.0,16.0,29.0625,,437.0,6933.0,2003.0,,,9.0,48.0
766,2023-03-10,400.0,24.0,16.666666666666668,,218.0,16.0,13.625,,748.0,6917.0,2018.0,,,6.0,29.0
767,2023-03-11,415.0,24.0,17.291666666666668,,218.0,0.0,0.0,,,,,,,,
768,2023-03-12,380.0,24.0,15.833333333333334,,30.0,16.0,1.875,,,,,,,,
769,2023-03-13,409.0,24.0,17.041666666666668,,603.0,16.0,37.6875,,553.0,7115.0,1819.0,,,7.0,31.0
770,2023-03-14,359.0,24.0,14.958333333333334,,577.0,16.0,36.0625,,608.0,7005.0,1926.0,,,20.0,34.0
771,2023-03-15,469.0,24.0,19.541666666666668,,504.0,16.0,31.5,,617.0,6827.0,2105.0,,,22.0,14.0
772,2023-03-16,386.0,24.0,16.083333333333332,,534.0,16.0,33.375,,324.0,6815.0,2115.0,,,6.0,13.0
773,2023-03-17,380.0,24.0,15.833333333333334,,424.0,16.0,26.5,,507.0,6748.0,2187.0,,,11.0,24.0
774,2023-03-18,407.0,24.0,16.958333333333332,,106.0,4.0,26.5,,99.0,,,,,,
775,2023-03-19,,24.0,0.0,,,16.0,0.0,,0.0,,,,,,
776,2023-03-20,435.0,24.0,18.125,,571.0,16.0,35.6875,,637.0,7068.0,1868.0,,,14.0,24.0
